StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q6,Q16,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q10_1,Q20,Q20_3_TEXT,Q1,Q2,Q3,Q4,Q5,ImageShown
14/02/25 09:18,14/02/25 09:21,IP Address,158.162.196.0,100,167,TRUE,14/02/25 09:21,R_2DioKOtNa5OVc4S,,,,,38.7219,-9.1398,anonymous,PT,6-10 times a year,2-4 hours,1,2,3,5,4,1,4,2,3,5,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,8,Portugal,,Female,18-24,Masters or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 09:17,14/02/25 09:22,IP Address,85.243.116.187,100,302,TRUE,14/02/25 09:22,R_8kBA5akNUGTg3IG,,,,,38.6223,-9.1931,anonymous,PT,Once a year or less,4-6 hours,1,2,3,4,5,1,4,2,3,5,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,20,Portugal,,Female,18-24,Bachelor's or equivalent,Full time worker,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:20,14/02/25 09:23,IP Address,87.196.73.107,100,157,TRUE,14/02/25 09:23,R_2jB9wl9GhCDrcGT,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,2-4 hours,3,4,2,1,5,2,3,4,5,1,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,20,Portugal,,Female,18-24,High School/Senior High,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 09:12,14/02/25 09:23,IP Address,94.62.139.17,100,657,TRUE,14/02/25 09:23,R_2lmWBm2h9TjHQCo,,,,,38.7584,-9.2495,anonymous,PT,6-10 times a year,2-4 hours,1,3,2,4,5,4,2,1,3,5,Diasagree,Neither Agree nor Disagree,Diasagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,0,Portugal,,Female,25-34,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 09:18,14/02/25 09:24,IP Address,95.136.17.86,100,335,TRUE,14/02/25 09:24,R_2jdh5f2VSeQU8Cj,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,2-4 hours,2,1,3,5,4,1,2,3,4,5,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,12,Portugal,,Male,18-24,High School/Senior High,Student,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:18,14/02/25 09:24,IP Address,95.136.17.103,100,362,TRUE,14/02/25 09:24,R_8030OFGKBgmgknJ,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,2-4 hours,1,3,2,4,5,5,3,1,4,2,Agree,Agree,Agree,Diasagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,30,Portugal,,Female,35-44,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 09:21,14/02/25 09:24,IP Address,85.243.93.87,100,217,TRUE,14/02/25 09:24,R_8v6rkkAQbSr1W8P,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,4-6 hours,3,2,1,5,4,2,4,1,3,5,Strongly Disagree,Diasagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,0,Portugal,,Female,25-34,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:24,14/02/25 09:28,IP Address,81.90.49.153,100,223,TRUE,14/02/25 09:28,R_8Ba3fg3IsTf6oOu,,,,,38.7584,-9.2495,anonymous,PT,2-5 times a year,1-2 hours,2,1,3,4,5,1,3,2,4,5,Diasagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,40,Portugal,,Female,25-34,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:22,14/02/25 09:28,IP Address,85.242.78.80,100,331,TRUE,14/02/25 09:28,R_8j9fMTyPvTE9uGB,,,,,38.7219,-9.1398,anonymous,PT,6-10 times a year,2-4 hours,1,2,4,5,3,1,3,2,4,5,Diasagree,Diasagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,0,Portugal,,Female,25-34,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:27,14/02/25 09:32,IP Address,212.18.174.38,100,293,TRUE,14/02/25 09:32,R_8etKueIgdkWbT2O,,,,,38.7918,-9.1249,anonymous,PT,2-5 times a year,2-4 hours,2,1,4,3,5,1,5,2,4,3,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,20,Portugal,,Male,45-54,College/University,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 09:31,14/02/25 09:35,IP Address,94.63.233.206,100,221,TRUE,14/02/25 09:35,R_23qKbexeUTsjWiv,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,2-4 hours,2,3,1,4,5,1,4,2,3,5,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,10,Portugal,,Female,35-44,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 09:29,14/02/25 09:35,IP Address,31.22.203.103,100,367,TRUE,14/02/25 09:35,R_8MM4j7n2FGM6GN3,,,,,38.7219,-9.1398,anonymous,PT,Never,Less than 1 hour,2,1,4,3,5,1,5,4,2,3,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,20,Portugal,,Female,18-24,High School/Senior High,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:32,14/02/25 09:36,IP Address,87.196.73.144,100,228,TRUE,14/02/25 09:36,R_2BgqoN9vuTxrMqJ,,,,,38.7219,-9.1398,anonymous,PT,Never,Less than 1 hour,1,2,3,4,5,3,4,1,2,5,Diasagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,10,Portugal,,Female,18-24,Bachelor's or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:34,14/02/25 09:38,IP Address,85.246.203.55,100,288,TRUE,14/02/25 09:38,R_2fqh7HOzYUnJGCJ,,,,,38.9816,-9.0734,anonymous,PT,Once a year or less,2-4 hours,1,3,2,4,5,1,3,4,2,5,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,4,Portugal,,Female,25-34,College/University,Part-time worker/Intern,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 09:34,14/02/25 09:40,IP Address,148.69.47.105,100,317,TRUE,14/02/25 09:40,R_8KuzxCB5hffj0Ed,,,,,38.7219,-9.1398,anonymous,EN,2-5 times a year,2-4 hours,2,3,1,4,5,1,3,2,4,5,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,9,Portugal,,Female,25-34,College/University,Full time worker,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
13/02/25 22:16,14/02/25 09:41,IP Address,158.162.198.136,100,41074,TRUE,14/02/25 09:41,R_84304aQps8gpWF3,,,,,38.7219,-9.1398,anonymous,EN,2-5 times a year,2-4 hours,1,2,3,5,4,1,4,2,3,5,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,3,Portugal,,Male,18-24,Bachelor's or equivalent,Student,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 09:37,14/02/25 09:41,IP Address,85.246.208.191,100,252,TRUE,14/02/25 09:41,R_82xTRevWfsTe6oE,,,,,38.9816,-9.0734,anonymous,EN,2-5 times a year,2-4 hours,1,2,5,4,3,1,3,2,5,4,Agree,Strongly Agree,Neither Agree nor Disagree,Diasagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,12,Portugal,,Female,18-24,Masters or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:38,14/02/25 09:43,IP Address,94.63.34.165,100,253,TRUE,14/02/25 09:43,R_2Ma0d4vdBqG3fQp,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,2-4 hours,1,2,3,4,5,1,3,2,4,5,Diasagree,Agree,Neither Agree nor Disagree,Diasagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,0,Portugal,,Female,18-24,Masters or equivalent,Full time worker,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:38,14/02/25 09:43,IP Address,188.37.45.134,100,316,TRUE,14/02/25 09:43,R_25WmD1n9MoyB6y8,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,4-6 hours,2,1,5,4,3,1,5,2,3,4,Diasagree,Strongly Agree,Agree,Diasagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,20,Portugal,,Female,18-24,Masters or equivalent,Full time worker,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:39,14/02/25 09:43,IP Address,148.69.46.138,100,236,TRUE,14/02/25 09:43,R_2a5bG0JAr5BO4nf,,,,,38.7219,-9.1398,anonymous,EN,2-5 times a year,4-6 hours,1,2,4,5,3,1,2,3,4,5,Diasagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,10,Other:,,Female,18-24,Masters or equivalent,Student,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 09:39,14/02/25 09:43,IP Address,46.50.5.237,100,291,TRUE,14/02/25 09:43,R_83rtZtz7gTlahFr,,,,,41.1459,-8.6169,anonymous,PT,Never,Less than 1 hour,1,3,2,4,5,1,4,3,2,5,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,20,Portugal,,Male,18-24,High School/Senior High,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:40,14/02/25 09:44,IP Address,87.196.72.72,100,221,TRUE,14/02/25 09:44,R_2bPwCXCi2ujmBMt,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,1-2 hours,4,2,1,3,5,1,3,2,4,5,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,20,Portugal,,Female,25-34,High School/Senior High,Full time worker,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:44,14/02/25 09:46,IP Address,89.19.67.169,100,142,TRUE,14/02/25 09:46,R_2tk8Vg7iCtibsel,,,,,53.3297,-6.2708,anonymous,EN,6-10 times a year,2-4 hours,2,1,4,5,3,1,3,2,5,4,Agree,Agree,Diasagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1,Portugal,,Female,25-34,Masters or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:13,14/02/25 09:46,IP Address,87.196.74.124,100,1991,TRUE,14/02/25 09:46,R_2JITkPdBY7rSXQb,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,1-2 hours,1,2,3,5,4,1,4,2,3,5,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,12,Portugal,,Male,18-24,High School/Senior High,Student,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 09:44,14/02/25 09:53,IP Address,95.136.19.199,100,523,TRUE,14/02/25 09:53,R_8TGJTL4SOCQgBtu,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,2-4 hours,3,2,1,4,5,4,3,1,2,5,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,20,Portugal,,Female,25-34,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:52,14/02/25 09:55,IP Address,85.245.113.193,100,177,TRUE,14/02/25 09:55,R_8qub5rtxJYOndjr,,,,,38.7757,-9.3242,anonymous,PT,Once a year or less,2-4 hours,2,1,3,4,5,1,4,2,3,5,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,10,Portugal,,Female,18-24,College/University,Student,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:54,14/02/25 09:56,IP Address,87.196.75.176,100,121,TRUE,14/02/25 09:56,R_2ehoh5mMv9duqRm,,,,,38.7219,-9.1398,anonymous,PT,Never,Less than 1 hour,2,3,5,4,1,2,3,1,4,5,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,16,Portugal,,Male,18-24,College/University,Student,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:52,14/02/25 09:56,IP Address,85.245.46.98,100,236,TRUE,14/02/25 09:56,R_8q2tQcrsYE0xEgp,,,,,38.8691,-9.0656,anonymous,PT,Never,Less than 1 hour,1,2,3,4,5,3,2,1,4,5,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,26,Portugal,,Male,18-24,Bachelor's or equivalent,Unemployed/Housewife,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 09:48,14/02/25 09:59,IP Address,82.154.127.84,100,648,TRUE,14/02/25 09:59,R_80ULxDVKVCZ99QN,,,,,38.8591,-9.0571,anonymous,PT,Never,Less than 1 hour,2,1,3,4,5,2,1,3,4,5,Neither Agree nor Disagree,Diasagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,20,Portugal,,Female,18-24,Masters or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 10:00,14/02/25 10:03,IP Address,87.196.75.189,100,140,TRUE,14/02/25 10:03,R_8YulXsRWeuDD529,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,2-4 hours,2,1,3,4,5,1,5,2,3,4,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,10,Portugal,,Female,18-24,Bachelor's or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 10:00,14/02/25 10:03,IP Address,89.214.117.97,100,178,TRUE,14/02/25 10:03,R_2242jvJ1inPUPng,,,,,38.63,-9.1123,anonymous,PT,Never,Less than 1 hour,1,2,3,4,5,1,2,3,4,5,Neither Agree nor Disagree,Neither Agree nor Disagree,Diasagree,Diasagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,6,Portugal,,Male,45-54,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 10:03,14/02/25 10:06,IP Address,89.214.118.169,100,189,TRUE,14/02/25 10:06,R_2nSvERxVEMkmwNz,,,,,38.63,-9.1123,anonymous,PT,Once a year or less,2-4 hours,1,2,3,5,4,1,4,3,2,5,Diasagree,Neither Agree nor Disagree,Diasagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,12,Portugal,,Male,18-24,Bachelor's or equivalent,Student,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 10:00,14/02/25 10:07,IP Address,79.169.116.21,100,370,TRUE,14/02/25 10:07,R_2lGrxDLWGwbFleQ,,,,,39.0205,-8.9803,anonymous,PT,2-5 times a year,2-4 hours,1,3,5,2,4,4,3,5,1,2,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,15,Portugal,,Male,18-24,Bachelor's or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 10:04,14/02/25 10:07,IP Address,213.58.140.90,100,171,TRUE,14/02/25 10:07,R_8lz2EA4pPAc9mXr,,,,,38.7219,-9.1398,anonymous,EN,6-10 times a year,2-4 hours,1,2,3,5,4,3,1,2,4,5,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,20,Portugal,,Male,18-24,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 10:03,14/02/25 10:09,IP Address,172.225.162.206,100,331,TRUE,14/02/25 10:09,R_8Jye0t2XKk16OoL,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,2-4 hours,2,1,3,5,4,1,3,2,4,5,Neither Agree nor Disagree,Agree,Diasagree,Diasagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,0,Portugal,,Female,25-34,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 10:06,14/02/25 10:10,IP Address,87.103.79.141,100,240,TRUE,14/02/25 10:10,R_8LoRggJr1GnFYch,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,1-2 hours,1,2,3,4,5,1,4,3,2,5,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,24,Portugal,,Female,18-24,College/University,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 10:14,14/02/25 10:19,IP Address,85.139.132.207,100,261,TRUE,14/02/25 10:19,R_8k9XYTG8F4Ll1ex,,,,,38.8229,-9.1004,anonymous,PT,2-5 times a year,2-4 hours,2,1,3,5,4,1,3,2,4,5,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,0,Portugal,,Female,25-34,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 10:15,14/02/25 10:20,IP Address,213.30.118.108,100,277,TRUE,14/02/25 10:20,R_8dB9THQJxDruF1f,,,,,41.1384,-8.6168,anonymous,PT,Once a year or less,1-2 hours,2,1,3,4,5,1,5,2,3,4,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,20,Portugal,,Male,18-24,Bachelor's or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 10:31,14/02/25 10:35,IP Address,134.157.254.7,100,252,TRUE,14/02/25 10:35,R_8qWJouT8Jwyuco1,,,,,48.8558,2.3494,anonymous,EN,2-5 times a year,More than 6 hours,1,3,4,5,2,1,3,2,4,5,Strongly Agree,Strongly Agree,Diasagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,1,Other:,Argentina,Female,18-24,Masters or equivalent,Part-time worker/Intern,Less than 1500 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 10:41,14/02/25 10:45,IP Address,103.112.36.58,100,229,TRUE,14/02/25 10:45,R_90Ng6VJRWxznUin,,,,,-8.5591,125.5766,anonymous,PT,2-5 times a year,More than 6 hours,1,2,3,5,4,2,1,3,4,5,Diasagree,Diasagree,Diasagree,Diasagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,0,Portugal,,Male,55-64,Bachelor's or equivalent,Full time worker,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 10:42,14/02/25 10:45,IP Address,87.196.74.187,100,164,TRUE,14/02/25 10:45,R_2QgJE21ICi1BxVF,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,2-4 hours,1,2,3,5,4,1,2,3,4,5,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1,Portugal,,Female,25-34,Bachelor's or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 10:44,14/02/25 10:49,IP Address,87.196.73.54,100,319,TRUE,14/02/25 10:49,R_29LB5Ak9mJ1lMt3,,,,,38.7219,-9.1398,anonymous,PT,2-5 times a year,2-4 hours,1,2,3,4,5,1,5,2,3,4,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Diasagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,4,Portugal,,Female,18-24,Masters or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 08:57,14/02/25 10:58,IP Address,94.60.242.253,100,7277,TRUE,14/02/25 10:58,R_27fDByYlNIWMZtE,,,,,41.1459,-8.6169,anonymous,PT,Once a year or less,1-2 hours,2,1,3,4,5,1,2,3,4,5,Neither Agree nor Disagree,Diasagree,Diasagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,0,Portugal,,Female,18-24,Masters or equivalent,Student,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 11:18,14/02/25 11:25,IP Address,95.94.224.146,100,400,TRUE,14/02/25 11:25,R_8mhi88iEBy0m1wr,,,,,38.7219,-9.1398,anonymous,PT,Once a year or less,1-2 hours,2,1,3,4,5,1,3,2,5,4,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,36,Portugal,,Female,18-24,Bachelor's or equivalent,Student,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
14/02/25 11:38,14/02/25 11:43,IP Address,89.114.189.115,100,307,TRUE,14/02/25 11:43,R_8Iw7DDJnDWdOa0F,,,,,41.1459,-8.6169,anonymous,EN,2-5 times a year,4-6 hours,1,2,3,5,4,3,4,1,2,5,Diasagree,Diasagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,4,Portugal,,Male,25-34,Masters or equivalent,Full time worker,1500 euros to 4999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_mKxCTWQLSh1Vp3a
14/02/25 11:42,14/02/25 11:46,IP Address,46.189.235.39,100,262,TRUE,14/02/25 11:46,R_8g6zHp1givso2xC,,,,,38.7905,-9.1859,anonymous,PT,Once a year or less,2-4 hours,3,1,2,5,4,1,4,3,5,2,Diasagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,Portugal,,Female,25-34,Bachelor's or equivalent,Part-time worker/Intern,5000 euros to 7999 euros per month,https://ucpresearch.qualtrics.com/ControlPanel/Graphic.php?IM=IM_R8NHchT9azFrz13
